brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,https://www.ulta.com/flawless-fusion-ultra-longwear-foundation?productId=pimprod2012432,Cameo (very fair with cool undertones)  selected,https://images.ulta.com/is/image/Ulta/2559947sw?$tn$,Cameo (very fair with cool undertones),Cameo,NA,RGB,#F3CBA6,28.83116883,0.762376238,0.801960784
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,250G Cheesecake light-medium skin with golden undertone,/productimages/sku/s2395903+sw.jpg,250G Cheesecake 0.44 oz/ 12.5g,NA,250G,RGB,#F3CCAE,26.08695652,0.741935484,0.817647059
MILK MAKEUP,Flex Foundation Stick,https://www.sephora.com/product/flex-foundation-stick-P448151?icid2=products%20grid:p448151,Shell fair with golden undertones,/productimages/sku/s2241990+sw.jpg,Shell,Shell,NA,RGB,#F3CCAF,25.58823529,0.739130435,0.819607843
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,https://www.sephora.com/product/the-luminous-lifting-cushion-foundation-spf-20-refill-P437500?icid2=products%20grid:p437500,11 Rosy Ivory - Very Light Skin with Cool Undertone,/productimages/sku/s2132199+sw.jpg,11 Rosy Ivory - Very Light Skin with Cool Undertone,Rosy Ivory,11,RGB,#F3CCBD,16.66666667,0.692307692,0.847058824
bareMinerals,BAREPRO Longwear Powder Foundation ,https://www.sephora.com/product/barepro-performance-wear-powder-foundation-P410543?icid2=products%20grid:p410543,Golden Nude 13 for very light neutral skin with subtle yellow undertones,/productimages/sku/s1848068+sw.jpg,Golden Nude 13 0.34 oz/ 10 mL,Golden Nude,13,RGB,#F3CDA0,32.53012048,0.775700935,0.790196078
NARS,Natural Radiant Longwear Foundation,https://www.ulta.com/natural-radiant-longwear-foundation?productId=xlsImpprod17421227,Gobi (light skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2523150sw?$50px$,Gobi (light skin w/ yellow undertones),Gobi,NA,RGB,#F3CDA6,30.38961039,0.762376238,0.801960784
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,https://www.sephora.com/product/synchro-skin-self-refreshing-foundation-spf-30-P449106?icid2=products%20grid:p449106,320 - Pine balanced tone for medium skin. neutral undertone.,/productimages/sku/s2248615+sw.jpg,320 - Pine 1.0 oz/ 30 mL allure 2019 Best of Beauty Award Winner,NA,320,RGB,#F3CDA9,29.18918919,0.755102041,0.807843137
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#31W light-medium with warm undertone,/productimages/sku/s2112860+sw.jpg,#31W 0.94 oz/ 28 mL,NA,31W,RGB,#F3CDAC,27.88732394,0.747368421,0.81372549
L'Oréal,Age Perfect Radiant Serum Foundation,https://www.ulta.com/age-perfect-radiant-serum-foundation?productId=pimprod2017262,Nude Beige,https://images.ulta.com/is/image/Ulta/2569317sw?$50px$,Nude Beige,Nude Beige,NA,RGB,#F3CDAD,27.42857143,0.744680851,0.815686275
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,27S light-medium sand light to medium skin with yellow undertones,/productimages/sku/s1900836+sw.jpg,27S light-medium sand 1 oz Clean at Sephora,NA,27S,RGB,#F3CDB0,25.97014925,0.736263736,0.821568627
MAC,Studio Fix Powder Plus Foundation,https://www.ulta.com/studio-fix-powder-plus-foundation?productId=xlsImpprod15921242,C30 (light golden olive w/ golden undertone for light to medium skin),https://images.ulta.com/is/image/Ulta/2511140sw?$50px$,C30 (light golden olive w/ golden undertone for light to medium skin),NA,C30,RGB,#F3CEA2,32.59259259,0.771428571,0.794117647
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Linen 1N1 (very fair beige w/ neutral undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2529033sw?$50px$,Linen 1N1 (very fair beige w/ neutral undertones),Linen,1N1,RGB,#F3CEB0,26.86567164,0.736263736,0.821568627
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,https://www.sephora.com/product/synchro-skin-self-refreshing-foundation-spf-30-P449106?icid2=products%20grid:p449106,150 - Lace rose tone for fair skin. rose undertone.,/productimages/sku/s2248524+sw.jpg,150 - Lace 1.0 oz/ 30 mL allure 2019 Best of Beauty Award Winner,NA,150,RGB,#F3CEB3,25.3125,0.727272727,0.82745098
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Warm 22.5 (light to medium complexion with subtle yellow undertone),https://images.ulta.com/is/image/Ulta/2570830sw?$50px$,Light Warm 22.5 (light to medium complexion with subtle yellow undertone),Light Warm,22.5,RGB,#F3CFAB,30,0.75,0.811764706
Armani Beauty,Neo Nude Foundation,https://www.sephora.com/product/giorgio-armani-beauty-neo-nude-foundation-P458270?icid2=products%20grid:p458270,1.5 fair with a golden undertone,/productimages/sku/s2355634+sw.jpg,1.5 1.1 oz/ 35 mL,NA,1.5,RGB,#F3CFB0,27.76119403,0.736263736,0.821568627
Morphe,Morphe 2 Hint Hint Skin Tint,https://www.ulta.com/morphe-2-hint-hint-skin-tint?productId=pimprod2017569,Hint of Beige (light medium with neutral undertones),https://images.ulta.com/is/image/Ulta/2569054sw?$50px$,Hint of Beige (light medium with neutral undertones),Hint of Beige,NA,RGB,#F3CFB3,26.25,0.727272727,0.82745098
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829,180 for light skin with warm undertones,/productimages/sku/s2413441+sw.jpg,180 0.32 oz/ 9.1 g,NA,180,RGB,#F3CFB4,25.71428571,0.724137931,0.829411765
COVER FX,Pressed Mineral Foundation,https://www.ulta.com/pressed-mineral-foundation?productId=xlsImpprod15931153,G20 (fair to light skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2507459sw?$50px$,G20 (fair to light skin w/ golden undertones),NA,G20,RGB,#F3D0AD,30,0.744680851,0.815686275
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,1 Warm,/productimages/sku/s2070431+sw.jpg,1 Warm 1.6 oz/ 50 mL,Warm,1,RGB,#F3D2B4,28.57142857,0.724137931,0.829411765
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148,205 Versatile Neutrale II,https://images.ulta.com/is/image/Ulta/2235361sw?$50px$,205 Versatile Neutrale II,Versatile Neutrale II,205,RGB,#F3D2B4,28.57142857,0.724137931,0.829411765
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,30CP (light cool with a rosy undertone),https://images.ulta.com/is/image/Ulta/2556515sw?$50px$,30CP (light cool with a rosy undertone),NA,30CP,RGB,#F3D2B8,26.44067797,0.710843373,0.837254902
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,https://www.sephora.com/product/the-luminous-lifting-cushion-foundation-spf-20-refill-P437500?icid2=products%20grid:p437500,12 Neutral Ivory - Very Light Skin with Neutral Undertone,/productimages/sku/s2132207+sw.jpg,12 Neutral Ivory - Very Light Skin with Neutral Undertone,Neutral Ivory,12,RGB,#F3D2C2,19.59183673,0.671232877,0.856862745
MAC,Studio Fix Powder Plus Foundation,https://www.ulta.com/studio-fix-powder-plus-foundation?productId=xlsImpprod15921242,NW10 (very fair w/ neutral rosy undertones for light skin),https://images.ulta.com/is/image/Ulta/2510759sw?$50px$,NW10 (very fair w/ neutral rosy undertones for light skin),NA,NW10,RGB,#F3D3B9,26.89655172,0.707317073,0.839215686
Wander Beauty,Nude Illusion Liquid Foundation,https://www.sephora.com/product/nude-illusion-liquid-foundation-P437367?icid2=products%20grid:p437367,Light,/productimages/sku/s2154862+sw.jpg,Light 1.01 oz/ 30 mL,Light,NA,RGB,#F3D3C3,20,0.666666667,0.858823529
Makeup Revolution,Conceal & Define Full Coverage Foundation,https://www.ulta.com/conceal-define-full-coverage-foundation?productId=pimprod2000323,F1 (for fair skin tones w/ a neutral undertone),https://images.ulta.com/is/image/Ulta/2536552sw?$50px$,F1 (for fair skin tones w/ a neutral undertone),NA,F1,RGB,#F3D4B7,29,0.714285714,0.835294118
Wander Beauty,Nude Illusion Liquid Foundation,https://www.sephora.com/product/nude-illusion-liquid-foundation-P437367?icid2=products%20grid:p437367,Fair Light,/productimages/sku/s2154961+sw.jpg,Fair Light 1.01 oz/ 30 mL,Fair Light,NA,RGB,#F3D5C4,21.70212766,0.661971831,0.860784314
jane iredale,PurePressed Base Mineral Foundation Refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productId=pimprod2004116,Bisque (fair w/ light gold undertones),https://images.ulta.com/is/image/Ulta/2544928sw?$50px$,Bisque (fair w/ light gold undertones),Bisque,NA,RGB,#F3D7B9,31.03448276,0.707317073,0.839215686
Guerlain,L'Essentiel Natural Longwear Foundation SPF 20,https://www.sephora.com/product/l-essentiel-natural-16h-wear-foundation-spf-20-P444578?icid2=products%20grid:p444578,00C porcelain cool,/productimages/sku/s2214971+sw.jpg,00C 1 oz/ 30 mL,NA,00C,RGB,#F3D7C2,25.71428571,0.671232877,0.856862745
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,https://www.ulta.com/double-wear-stay-in-place-matte-powder-foundation?productId=pimprod2003118,"1W2 Sand (light w/ warm, subtle olive undertones) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2540994sw?$50px$,"1W2 Sand (light w/ warm, subtle olive undertones)",Sand,1W2,RGB,#F3D8BA,31.57894737,0.703703704,0.841176471
Kosas,Tinted Face Oil Foundation,https://www.sephora.com/product/tinted-face-oil-P441884?icid2=products%20grid:p441884,Tone 02 porcelain with neutral undertones,/productimages/sku/s2199032+sw.jpg,Tone 02 1.0 oz/ 30 mL allure 2019 Best of Beauty Award Winner: Clean Beauty,Tone,2,RGB,#F3D8C0,28.23529412,0.68,0.852941176
ILIA,Super Serum Skin Tint SPF 40 Foundation,https://www.sephora.com/product/ilia-super-serum-skin-tint-spf-40-P455418?icid2=products%20grid:p455418,2 Tulum very fair with warm undertones,/productimages/sku/s2333698+sw.jpg,2 Tulum 1 fl oz/ 30 ml allure 2020 Best of Beauty Award Winner: Clean Beauty,Tulum,2,RGB,#F3D8C4,25.53191489,0.661971831,0.860784314
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,1 Neutral,/productimages/sku/s2070423+sw.jpg,1 Neutral 1.6 oz/ 50 mL,Neutral,1,RGB,#F3D8C6,24,0.652173913,0.864705882
Hynt Beauty,Encore Pressed Powder Foundation,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352,Ivory (very fair porcelain skin with a pink undertones),https://images.ulta.com/is/image/Ulta/2564466sw?$50px$,Ivory (very fair porcelain skin with a pink undertones),Ivory,NA,RGB,#F3D9B2,36,0.730337079,0.825490196
Clinique,Stay-Matte Sheer Pressed Powder,https://www.sephora.com/product/stay-matte-sheer-pressed-powder-P122748?icid2=products%20grid:p122748,Invisible Matte,/productimages/sku/s1008721+sw.jpg,Invisible Matte,Invisible Matte,NA,RGB,#F3D9C2,28.16326531,0.671232877,0.856862745
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,1.5 Neutral,/productimages/sku/s2070746+sw.jpg,1.5 Neutral 1.6 oz/ 50 mL,Neutral,1.5,RGB,#F3DAC8,25.11627907,0.641791045,0.868627451
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,https://www.sephora.com/product/matte-perfection-foundation-P439400?icid2=products%20grid:p439400,04 Light Porcelain matte,/productimages/sku/s2014769+sw.jpg,04 Light Porcelain 1.01oz/30 mL Sephora Quality Way-Nice Price,Light Porcelain,4,RGB,#F3DACE,19.45945946,0.606557377,0.880392157
W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Medium Neutral (medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2553262sw?$50px$,Medium Neutral (medium skin w/ neutral undertones),Medium Neutral,NA,RGB,#F3DCD3,16.875,0.571428571,0.890196078
ULTA,Velvet Matte Longwear Foundation,https://www.ulta.com/velvet-matte-longwear-foundation?productId=pimprod2020823,Fair Cool  selected,https://images.ulta.com/is/image/Ulta/2559871sw?$tn$,Fair Cool,Fair Cool,NA,RGB,#F3DED2,21.81818182,0.578947368,0.888235294
NUDESTIX,Tinted Cover Foundation,https://www.ulta.com/tinted-cover-foundation?productId=pimprod2008837,Nude 1 (fair neutral)  selected,https://images.ulta.com/is/image/Ulta/2552723sw?$tn$,Nude 1 (fair neutral),Nude,1,RGB,#F3DFD7,17.14285714,0.538461538,0.898039216
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,20CP (fair cool with a rosy undertone),https://images.ulta.com/is/image/Ulta/2556514sw?$50px$,20CP (fair cool with a rosy undertone),NA,20CP,RGB,#F3E0D6,20.68965517,0.547169811,0.896078431
Exa,High Fidelity Foundation,https://www.ulta.com/high-fidelity-foundation?productId=pimprod2019009,530 Terese (fair with neutral undertones),https://images.ulta.com/is/image/Ulta/2573294sw?$50px$,530 Terese (fair with neutral undertones),Terese,530,RGB,#F3E3D3,30,0.571428571,0.890196078
VDL,Perfect Lasting Foundation,https://www.ulta.com/perfect-lasting-foundation?productId=pimprod2006000,A02 Cool Light Beige OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2549069sw?$50px$,A02 Cool Light Beige,Cool Light Beige,A02,RGB,#F3E3D9,23.07692308,0.52,0.901960784
VDL,Perfect Lasting Foundation,https://www.ulta.com/perfect-lasting-foundation?productId=pimprod2006000,V01 Warm Ivory  selected,https://images.ulta.com/is/image/Ulta/2549064sw?$tn$,V01 Warm Ivory,Warm Ivory,V01,RGB,#F3E4D2,32.72727273,0.578947368,0.888235294
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Natural Ivory,https://images.ulta.com/is/image/Ulta/2537775sw?$50px$,Natural Ivory,Natural Ivory,NA,RGB,#F3E6D9,30,0.52,0.901960784
ZOEVA,Authentik Skin Natural Luminous Foundation,https://www.ulta.com/authentik-skin-natural-luminous-foundation?productId=pimprod2008861,010N Aglow (fair neutral tone),https://images.ulta.com/is/image/Ulta/2553889sw?$50px$,010N Aglow (fair neutral tone),Aglow,010N,RGB,#F3E6DA,28.8,0.510204082,0.903921569
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#3N fair with neutral undertone,/productimages/sku/s2112779+sw.jpg,#3N 0.94 oz/ 28 mL,NA,3N,RGB,#F3E6DA,28.8,0.510204082,0.903921569
The Ordinary,Coverage Foundation,https://www.ulta.com/coverage-foundation?productId=pimprod2017436,1.0 N (very fair w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2569934sw?$50px$,1.0 N (very fair w/ neutral undertones),N,1,RGB,#F3E7D5,36,0.555555556,0.894117647
The Ordinary,Serum Foundation,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,1.0 N (very fair w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2569943sw?$50px$,1.0 N (very fair w/ neutral undertones),N,1,RGB,#F3E7D5,36,0.555555556,0.894117647
ULTA,Velvet Matte Longwear Foundation,https://www.ulta.com/velvet-matte-longwear-foundation?productId=pimprod2020823,Fair Warm,https://images.ulta.com/is/image/Ulta/2560234sw?$50px$,Fair Warm,Fair Warm,NA,RGB,#F3E8D8,35.55555556,0.529411765,0.9
Maybelline,Dream Urban Cover Flawless Coverage Foundation SPF 50,https://www.ulta.com/dream-urban-cover-flawless-coverage-foundation-spf-50?productId=pimprod2006666,Porcelain,https://images.ulta.com/is/image/Ulta/2545968sw?$50px$,Porcelain,Porcelain,NA,RGB,#F3EADB,37.5,0.5,0.905882353
Clinique,Almost Powder Makeup,https://www.ulta.com/almost-powder-makeup?productId=xlsImpprod10791895,03 Light  selected,https://images.ulta.com/is/image/Ulta/2160689?$tn$,03 Light,Light,3,RGB,#F3F3F0,60,0.111111111,0.947058824
Dior,Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506,030 Medium Beige light to medium with neutral undertone - Selected,/productimages/sku/s2037133+sw.jpg,030 Medium Beige 1.3 oz/ 40 mL,Medium Beige,30,RGB,#F4B28D,21.55339806,0.824,0.754901961
florence by mills,Like a Light Skin Tint,https://www.ulta.com/like-a-light-skin-tint?productId=pimprod2009411,F020 (fair w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2554841sw?$50px$,F020 (fair w/ neutral undertones),NA,F020,RGB,#F4B68A,24.90566038,0.828125,0.749019608
Smashbox,Halo Fresh Setting & Perfecting Powder,https://www.ulta.com/halo-fresh-setting-perfecting-powder?productId=pimprod2014098,Light/Medium,https://images.ulta.com/is/image/Ulta/2562744sw?$50px$,Light/Medium,Light/Medium,NA,RGB,#F4B77A,30,0.847222222,0.717647059
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324,350G Dulce De Leche medium-tan skin with golden undertone,/productimages/sku/s2395788+sw.jpg,350G Dulce De Leche 0.44 oz/ 12.5g,NA,350G,RGB,#F4BF96,26.17021277,0.810344828,0.77254902
La Mer,The Soft Fluid Long Wear Foundation SPF 20,https://www.sephora.com/product/the-soft-fluid-long-wear-foundation-spf-20-P423742?icid2=products%20grid:p423742,340 Suede - Medium Skin with Warm Undertone,/productimages/sku/s1999994+sw.jpg,340 Suede - Medium Skin with Warm Undertone 1 oz/ 30 mL,Suede,340,RGB,#F4BF9D,23.44827586,0.798165138,0.78627451
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,2.22 (light-medium w/ neutral olive undertone),https://images.ulta.com/is/image/Ulta/2531529sw?$50px$,2.22 (light-medium w/ neutral olive undertone),NA,2.22,RGB,#F4C28B,31.42857143,0.826771654,0.750980392
MAC,Studio Fix Soft Matte Foundation Stick,https://www.ulta.com/studio-fix-soft-matte-foundation-stick?productId=pimprod2009098,NW13 (fair beige w/ neutral undertone for light skin),https://images.ulta.com/is/image/Ulta/2551238sw?$50px$,NW13 (fair beige w/ neutral undertone for light skin),NA,NW13,RGB,#F4C298,27.39130435,0.807017544,0.776470588
Laura Mercier,Smooth Finish Foundation Powder,https://www.sephora.com/product/smooth-finish-foundation-powder-P381714?icid2=products%20grid:p381714,5 medium beige with yellow undertones,/productimages/sku/s1530500+sw.jpg,5 0.3 oz/ 9.2 g,NA,5,RGB,#F4C393,29.69072165,0.81512605,0.766666667
bareMinerals,BAREPRO Performance Wear Powder Foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productId=xlsImpprod14411013,Golden Ivory 08 (for very light warm skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2306191sw?$50px$,Golden Ivory 08 (for very light warm skin w/ yellow undertones),Golden Ivory,8,RGB,#F4C398,28.04347826,0.807017544,0.776470588
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,https://www.ulta.com/barepro-performance-wear-liquid-foundation-broad-spectrum-spf-20?productId=xlsImpprod16321440,Golden Ivory 08 (for very light warm skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2511392sw?$50px$,Golden Ivory 08 (for very light warm skin w/ yellow undertones),Golden Ivory,8,RGB,#F4C398,28.04347826,0.807017544,0.776470588
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Foundation,https://www.ulta.com/born-this-way-undetectable-medium-full-coverage-foundation?productId=xlsImpprod12621017,Porcelain (very fair w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2290015sw?$50px$,Porcelain (very fair w/ neutral undertones),Porcelain,NA,RGB,#F4C3A2,24.14634146,0.788461538,0.796078431
MAC,Studio Fix Powder Plus Foundation,https://www.ulta.com/studio-fix-powder-plus-foundation?productId=xlsImpprod15921242,NC43 (burnt peach w/ golden undertones for medium to dark skin),https://images.ulta.com/is/image/Ulta/2510766sw?$50px$,NC43 (burnt peach w/ golden undertones for medium to dark skin),NA,NC43,RGB,#F4C48A,32.83018868,0.828125,0.749019608
bareMinerals,BAREPRO Longwear Powder Foundation ,https://www.sephora.com/product/barepro-performance-wear-powder-foundation-P410543?icid2=products%20grid:p410543,Sandstone 16 for medium warm skin with yellow undertones,/productimages/sku/s1848092+sw.jpg,Sandstone 16 0.34 oz/ 10 mL,Sandstone,16,RGB,#F4C591,31.51515152,0.818181818,0.762745098
bareMinerals,BAREPRO Longwear Powder Foundation ,https://www.sephora.com/product/barepro-performance-wear-powder-foundation-P410543?icid2=products%20grid:p410543,Natural 11 for light neutral skin with subtle pink undertones,/productimages/sku/s1848050+sw.jpg,Natural 11 0.34 oz/ 10 mL,Natural,11,RGB,#F4C594,30.625,0.813559322,0.768627451
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,0.3 (fair w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2552392sw?$50px$,0.3 (fair w/ neutral undertone),NA,0.3,RGB,#F4C59C,27.95454545,0.8,0.784313725
COVER FX,Power Play Foundation,https://www.ulta.com/power-play-foundation?productId=pimprod2002535,P20 (fair to light skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2535846sw?$50px$,P20 (fair to light skin w/ pink undertones),NA,P20,RGB,#F4C5B1,17.91044776,0.752808989,0.825490196
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Golden Shell,https://images.ulta.com/is/image/Ulta/2558940sw?$50px$,Golden Shell,Golden Shell,NA,RGB,#F4C79E,28.60465116,0.796296296,0.788235294
PÜR,4-In-1 Foundation Stick,https://www.ulta.com/4-in-1-foundation-stick?productId=xlsImpprod18031021,Golden Light (light skin yellow undertones),https://images.ulta.com/is/image/Ulta/2526105sw?$50px$,Golden Light (light skin yellow undertones),Golden Light,NA,RGB,#F4C7A8,24.47368421,0.775510204,0.807843137
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,27B light-medium beige light to medium skin with pink undertones,/productimages/sku/s1779180+sw.jpg,27B light-medium beige 1 oz Clean at Sephora,NA,27B,RGB,#F4C7B3,18.46153846,0.747126437,0.829411765
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,8B Porcelain Beige (very fair skin w/ pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2538324sw?$50px$,8B Porcelain Beige (very fair skin w/ pink undertones),Porcelain Beige,8B,RGB,#F4C99C,30.68181818,0.8,0.784313725
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,https://www.sephora.com/product/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25-P441829?icid2=products%20grid:p441829,Birch 1.5 for very light warm skin yellow undertones,/productimages/sku/s2176790+sw.jpg,Birch 1.5 0.35 oz/ 10 g,Birch,1.5,RGB,#F4C99F,29.64705882,0.794392523,0.790196078
Shiseido,Sports BB SPF 50+,https://www.sephora.com/product/sports-bb-spf-50-P442732?skuId=2219673&icid2=products%20grid:p442732,Dark,/productimages/sku/s2219681+sw.jpg,Shiseido Sports BB SPF 50+ Dark 1 oz/ 30 mL,Shiseido Sports BB SPF,50,RGB,#F4C9A0,29.28571429,0.79245283,0.792156863
Shiseido,Sports BB SPF 50+,https://www.sephora.com/product/sports-bb-spf-50-P442732?skuId=2219673&icid2=products%20grid:p442732,Medium - Selected,/productimages/sku/s2219673+sw.jpg,Medium 1 oz/ 30 mL,Medium,NA,RGB,#F4C9A0,29.28571429,0.79245283,0.792156863
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,https://www.sephora.com/product/airbrush-flawless-longwear-foundation-P448869?icid2=products%20grid:p448869,7.5 Warm for medium skin with warm undertones,/productimages/sku/s2244812+sw.jpg,7.5 Warm,Warm,7.5,RGB,#F4C9A1,28.91566265,0.79047619,0.794117647
Yves Saint Laurent,All Hours Longwear Natural Matte Foundation,https://www.sephora.com/product/all-hours-full-coverage-matte-foundation-P421456?icid2=products%20grid:p421456,BD10 Warm Porcelain fair. neutral gold undertone.,/productimages/sku/s2102184+sw.jpg,BD10 Warm Porcelain 0.84 oz/ 25 mL,NA,BD10,RGB,#F4C9A5,27.34177215,0.782178218,0.801960784
MILK MAKEUP,Blur Liquid Matte Foundation,https://www.sephora.com/product/blur-liquid-matte-foundation-P421938?icid2=products%20grid:p421938,Fair fair with pink undertones,/productimages/sku/s1965185+sw.jpg,Fair 1 oz/ 30 mL Clean at Sephora,Fair,NA,RGB,#F4C9A7,26.49350649,0.777777778,0.805882353
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,Ivory Buff 101.5,https://images.ulta.com/is/image/Ulta/2547750sw?$50px$,Ivory Buff 101.5,Ivory Buff,101.5,RGB,#F4C9A9,25.6,0.773195876,0.809803922
Dior,Diorskin Forever Perfect Matte Powder Foundation,https://www.sephora.com/product/diorskin-forever-perfect-matte-powder-foundation-P297404?icid2=products%20grid:p297404,010 Ivory - Selected,/productimages/sku/s1964584+sw.jpg,010 Ivory .35 oz/ 9.9 g,Ivory,10,RGB,#F4C9B8,17,0.731707317,0.839215686
MAC,Pro Longwear Nourishing Waterproof Foundation,https://www.ulta.com/pro-longwear-nourishing-waterproof-foundation?productId=xlsImpprod15921226,NC12 (fair beige w/ neutral undertone for fair skin),https://images.ulta.com/is/image/Ulta/2544673sw?$50px$,NC12 (fair beige w/ neutral undertone for fair skin),NA,NC12,RGB,#F4CBA0,30.71428571,0.79245283,0.792156863
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Cool 20 (light complexion with red undertones),https://images.ulta.com/is/image/Ulta/2568659sw?$50px$,Light Cool 20 (light complexion with red undertones),Light Cool,20,RGB,#F4CBA8,27.63157895,0.775510204,0.807843137
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Golden Fair,https://images.ulta.com/is/image/Ulta/2558936sw?$50px$,Golden Fair,Golden Fair,NA,RGB,#F4CCA9,28,0.773195876,0.809803922
